stop_id,direction_id,direction_name
N03,0,"Coney Island - Stillwell Av"
N03,1,"Manhattan"
N04,0,"Coney Island - Stillwell Av"
N04,1,"Manhattan"
N05,0,"Coney Island - Stillwell Av"
N05,1,"Manhattan"
N06,0,"Coney Island - Stillwell Av"
N06,1,"Manhattan"
N07,0,"Coney Island - Stillwell Av"
N07,1,"Manhattan"
N08,0,"Coney Island - Stillwell Av"
N08,1,"Manhattan"
N09,0,"Coney Island - Stillwell Av"
N09,1,"Manhattan"
N10,0,"Coney Island - Stillwell Av"
N10,1,"Manhattan"
N12,0,"Downtown and Brooklyn"
N12,1,"Uptown and Queens"
Q01,0,"Downtown and Brooklyn"
Q01,1,"Uptown and Queens"
Q03,0,"Downtown and Brooklyn"
Q03,1,"Uptown (96 St)"
Q04,0,"Downtown and Brooklyn"
Q04,1,"Uptown (96 St)"
Q05,0,"Downtown and Brooklyn"
Q05,1,"Uptown (96 St)"
R01,0,"Manhattan"
R01,1,"Astoria - Ditmars Blvd"
R03,0,"Manhattan"
R03,1,"Astoria - Ditmars Blvd"
R04,0,"Manhattan"
R04,1,"Astoria - Ditmars Blvd"
R05,0,"Manhattan"
R05,1,"Astoria - Ditmars Blvd"
R06,0,"Manhattan"
R06,1,"Astoria - Ditmars Blvd"
R08,0,"Manhattan"
R08,1,"Astoria - Ditmars Blvd"
R09,0,"Manhattan"
R09,1,"Astoria - Ditmars Blvd"
R11,0,"Downtown and Brooklyn"
R11,1,"East Side and Queens"
R13,0,"Downtown and Brooklyn"
R13,1,"East Side and Queens"
R14,0,"Downtown and Brooklyn"
R14,1,"East Side and Queens"
R15,0,"Downtown and Brooklyn"
R15,1,"Uptown and Queens"
R16,0,"Downtown and Brooklyn"
R16,1,"Uptown and Queens"
R17,0,"Downtown and Brooklyn"
R17,1,"Uptown and Queens"
R18,0,"Downtown and Brooklyn"
R18,1,"Uptown and Queens"
R19,0,"Downtown and Brooklyn"
R19,1,"Uptown and Queens"
R20,0,"Downtown and Brooklyn"
R20,1,"Uptown and Queens"
R21,0,"Downtown and Brooklyn"
R21,1,"Uptown and Queens"
R22,0,"Downtown and Brooklyn"
R22,1,"Uptown and Queens"
R23,0,"Downtown and Brooklyn"
R23,1,"Uptown and Queens"
R24,0,"Downtown and Brooklyn"
R24,1,"Uptown and Queens"
R25,0,"Downtown and Brooklyn"
R25,1,"Uptown and Queens"
R26,0,"Downtown and Brooklyn"
R26,1,"Uptown and Queens"
R27,0,"Brooklyn"
R27,1,"Uptown and Queens"
R28,0,"Bay Ridge"
R28,1,"Manhattan"
R29,0,"Bay Ridge"
R29,1,"Manhattan"
R30,0,"Coney Island and Bay Ridge"
R30,1,"Manhattan"
R31,0,"Coney Island and Bay Ridge"
R31,1,"Manhattan"
R32,0,"Coney Island and Bay Ridge"
R32,1,"Manhattan"
R33,0,"Coney Island and Bay Ridge"
R33,1,"Manhattan"
R34,0,"Coney Island and Bay Ridge"
R34,1,"Manhattan"
R35,0,"Coney Island and Bay Ridge"
R35,1,"Manhattan"
R36,0,"Coney Island and Bay Ridge"
R36,1,"Manhattan"
R39,0,"Coney Island and Bay Ridge"
R39,1,"Manhattan"
R40,0,"Coney Island and Bay Ridge"
R40,1,"Manhattan"
R41,0,"Coney Island and Bay Ridge"
R41,1,"Manhattan"
R42,0,"Bay Ridge - 95 St"
R42,1,"Manhattan"
R43,0,"Bay Ridge - 95 St"
R43,1,"Manhattan"
R44,0,"Bay Ridge - 95 St"
R44,1,"Manhattan"
R45,0,"Bay Ridge - 95 St"
R45,1,"Manhattan"
S01,0,"Prospect Park"
S01,1,"Franklin Av"
S03,0,"Prospect Park"
S03,1,"Franklin Av"
S04,0,"Prospect Park"
S04,1,"Franklin Av"
S09,0,"Tottenville"
S09,1,"St. George"
S10,0,"Tottenville"
S10,1,"St. George"
S11,0,"Tottenville"
S11,1,"St. George"
S12,0,"Tottenville"
S12,1,"St. George"
S13,0,"Tottenville"
S13,1,"St. George"
S14,0,"Tottenville"
S14,1,"St. George"
S15,0,"Tottenville"
S15,1,"St. George"
S16,0,"Tottenville"
S16,1,"St. George"
S17,0,"Tottenville"
S17,1,"St. George"
S18,0,"Tottenville"
S18,1,"St. George"
S19,0,"Tottenville"
S19,1,"St. George"
S20,0,"Tottenville"
S20,1,"St. George"
S21,0,"Tottenville"
S21,1,"St. George"
S22,0,"Tottenville"
S22,1,"St. George"
S23,0,"Tottenville"
S23,1,"St. George"
S24,0,"Tottenville"
S24,1,"St. George"
S25,0,"Tottenville"
S25,1,"St. George"
S26,0,"Tottenville"
S26,1,"St. George"
S27,0,"Tottenville"
S27,1,"St. George"
S28,0,"Tottenville"
S28,1,"St. George"
S29,0,"Tottenville"
S29,1,"St. George"
S30,0,"Tottenville"
S30,1,"St. George"
S31,0,"Tottenville"
S31,1,"St. George"
